Case Type Group,Case Type Subgroup,BLM Product,BLM Product Code
Fluid Minerals,Agreements,O&G GEOPHYSICAL EXPLORATION – EXCEPT AK,315100
Fluid Minerals,Agreements,O&G GEOPHYS PERMIT- AK,315200
Fluid Minerals,Agreements,O&G COMPENSATORY ROYALTY AGREEMENT,318110
Fluid Minerals,Agreements,O&G COMPENSATORY ROYALTY AGREEMENT - DRAINAGE,318120
Fluid Minerals,Agreements,O&G RIGHT OF WAY COMPENSATORY ROYALTY AGREEMENT,318130
Fluid Minerals,Agreements,O&G EXPLORATORY UNIT AGREEMENT,318210
Fluid Minerals,Agreements,O&G SECONDARY UNIT AGREEMENT,318220
Fluid Minerals,Agreements,O&G API/STATE UNIT AGREEMENT,318240
Fluid Minerals,Agreements,O&G INDIAN EXPLORATORY UNIT AGREEMENT,318250
Fluid Minerals,Agreements,O&G INDIAN SECONDARY UNIT AGREEMENT,318260
Fluid Minerals,Agreements,O&G SUBORDINATE STATE UNIT AGREEMENT,318290
Fluid Minerals,Agreements,O&G COMMUNITIZATION AGREEMENT,318310
Fluid Minerals,Agreements,O&G INDIAN COMMUNITIZATION AGREEMENT,318320
Fluid Minerals,Agreements,O&G PRIVATE ACQUIRED COMMUNITIZATION AGREEMENT,318330
Fluid Minerals,Agreements,O&G GAS STORAGE AGREEMENT,318410
Fluid Minerals,Agreements,O&G DEVELOPMENT CONTRACT,318510
Fluid Minerals,Agreements,GEOTHERMAL GEOPHYSICAL EXPLORATION,320901
Fluid Minerals,Agreements,GEOTHERMAL COMPENSATORY ROYALTY AGREEMENT,328120
Fluid Minerals,Agreements,GEOTHERMAL UNIT AGREEMENT,328200
Fluid Minerals,Agreements,GEOTHERMAL DEVELOPMENT CONTRACT,328500
Fluid Minerals,Geothermal Leases,GEOTHERMAL UNLEASED LANDS ACCOUNT,320099
Fluid Minerals,Geothermal Leases,GEOTHERMAL PRIVATE ACQUIRED LEASE,320112
Fluid Minerals,Geothermal Leases,BOND - GEOTHERMAL ALL LANDS,320634
Fluid Minerals,Geothermal Leases,GEOTHERMAL NONCOMPETITIVE LEASE PRE 2005,321000
Fluid Minerals,Geothermal Leases,GEOTHERMAL NONCOMPETITIVE LEASE POST 2005,321200
Fluid Minerals,Geothermal Leases,GEOTHERMAL NONCOMPETITIVE CONVERTED LEASE,321300
Fluid Minerals,Geothermal Leases,GEOTHERMAL NONCOMPETITIVE DIRECT USE LEASE,321400
Fluid Minerals,Geothermal Leases,GEOTHERMAL MINING CLAIMANT LEASE,321500
Fluid Minerals,Geothermal Leases,GEOTHERMAL COMPETITIVE LEASE PRE 2005,322000
Fluid Minerals,Geothermal Leases,GEOTHERMAL COMPETITIVE LEASE POST 2005,322200
Fluid Minerals,Geothermal Leases,GEOTHERMAL COMPETITIVE CONVERTED LEASE,322300
Fluid Minerals,Geothermal Leases,GEOTHERMAL UTILIZATION SITE,325060
Fluid Minerals,Oil/Gas Leases,O&G UNLEASED LANDS ACCOUNT,310099
Fluid Minerals,Oil/Gas Leases,O&G PRIVATE ACQUIRED LEASE,310112
Fluid Minerals,Oil/Gas Leases,O&G BOND PUB DOMAIN LAND,310431
Fluid Minerals,Oil/Gas Leases,BOND - O&G ALL LANDS,310434
Fluid Minerals,Oil/Gas Leases,O&G EXCHANGE PUBLIC DOMAIN LEASE,310771
Fluid Minerals,Oil/Gas Leases,O&G RENEWAL PUBLIC DOMAIN LEASE,310781
Fluid Minerals,Oil/Gas Leases,O&G SPECIAL ACT - RIGHT OF WAY LEASE,310911
Fluid Minerals,Oil/Gas Leases,O&G NONCOMPETITIVE PUBLIC DOMAIN LEASE PRE 1987,311111
Fluid Minerals,Oil/Gas Leases,O&G NONCOMPETITIVE ACQUIRED LEASE PRE 1987,311112
Fluid Minerals,Oil/Gas Leases,O&G SPECIAL ACTS - NPS/FS AREAS LEASE,311115
Fluid Minerals,Oil/Gas Leases,O&G SPECIAL ACT - FEDERAL FARM MORTGAGE CORPORATION LEASE,311116
Fluid Minerals,Oil/Gas Leases,O&G NONCOMPETITIVE CLASS III REINSTATEMENT LEASE,311117
Fluid Minerals,Oil/Gas Leases,O&G TEXAS RELINQUISHMENT ACT LEASE,311120
Fluid Minerals,Oil/Gas Leases,O&G NONCOMPETITIVE PUBLIC DOMAIN LEASE POST 1987,311121
Fluid Minerals,Oil/Gas Leases,O&G NONCOMPETITIVE ACQUIRED LEASE POST 1987,311122
Fluid Minerals,Oil/Gas Leases,O&G FUTURE INTEREST NONCOMPETITIVE ACQUIRED LEASE POST 1987,311124
Fluid Minerals,Oil/Gas Leases,O&G FUTURE INTEREST NONCOMPETITIVE ACQUIRED LEASE PRE 1987,311132
Fluid Minerals,Oil/Gas Leases,O&G SIMULTANEOUS PUBLIC DOMAIN LEASE,311211
Fluid Minerals,Oil/Gas Leases,O&G SIMULTANEOUS ACQUIRED LEASE,311212
Fluid Minerals,Oil/Gas Leases,O&G COMPETITIVE PUBLIC DOMAIN LEASE PRE 1987,312011
Fluid Minerals,Oil/Gas Leases,O&G COMPETITIVE ACQUIRED LEASE PRE 1987,312012
Fluid Minerals,Oil/Gas Leases,O&G COMPETITIVE GSA LAND LEASE,312013
Fluid Minerals,Oil/Gas Leases,O&G COMPETITIVE PROTECTIVE LEASE,312014
Fluid Minerals,Oil/Gas Leases,O&G COMPETITIVE PUBLIC DOMAIN LEASE POST 1987,312021
Fluid Minerals,Oil/Gas Leases,O&G COMPETITIVE ACQUIRED LEASE POST 1987,312022
Fluid Minerals,Oil/Gas Leases,O&G FUTURE INTEREST COMPETITIVE ACQUIRED LEASE POST 1987,312024
Fluid Minerals,Oil/Gas Leases,O&G COMPETITIVE PUBLIC DOMAIN LEASE POST 2022,312025
Fluid Minerals,Oil/Gas Leases,O&G COMPETITIVE ACQUIRED LEASE POST 2022,312026
Fluid Minerals,Oil/Gas Leases,O&G NAVAL OIL SHALE RESERVES COMPETITIVE LEASE,312031
Fluid Minerals,Oil/Gas Leases,O&G FUTURE INTEREST COMPETITIVE ACQUIRED LEASE PRE 1987,312082
Fluid Minerals,Oil/Gas Leases,O&G HYDROCARBON LEASE,314011
Fluid Minerals,Oil/Gas Leases,O&G HYDROCARBON APPLICATION,314088
Fluid Minerals,Participating Areas,O&G PARTICIPATING AREA,318230
Fluid Minerals,Participating Areas,O&G INDIAN PARTICIPATING AREA,318270
Fluid Minerals,Participating Areas,O&G SUBORDINATE STATE PARTICIPATING AREA,318291
Fluid Minerals,Participating Areas,GEOTHERMAL PARTICIPATING AREA,328230
Fluid Minerals,Oil/Gas Leases,O&G FUTURE INTEREST NONCOMPETITIVE PUBLIC DOMAIN LEASE PRE 1987,311131
Fluid Minerals,Oil/Gas Leases,O&G FUTURE INTEREST COMPETITIVE PUBLIC DOMAIN LEASE,312081
Fluid Minerals,Agreements,COMMUNITIZATION AGREEMENT,328300
Land Tenure,Acquisitions,TAYLOR GRAZING ACT,210001
Land Tenure,Acquisitions,NATIONAL SOIL CONSERVATION ACT,210002
Land Tenure,Acquisitions,OREGON AND CALIFORNIA ACT,210003
Land Tenure,Acquisitions,TIMBER ACCESS ROAD,210006
Land Tenure,Acquisitions,PUBLIC LAND ADMINISTRATION ACT,210007
Land Tenure,Acquisitions,FEDERAL AID HIGHWAY ACT,210008
Land Tenure,Acquisitions,WILD & SCENIC RIVERS,210009
Land Tenure,Acquisitions,WILD & SCENIC MISSOURI RIVERS,210010
Land Tenure,Acquisitions,NATIONAL TRAILS SYSTEM,210011
Land Tenure,Acquisitions,KING RANGE CONSERVATION AREA,210012
Land Tenure,Acquisitions,FEDERAL LAND POLICY MANAGEMENT ACT,210013
Land Tenure,Acquisitions,NATIONAL PARKS MONUMENT & MEMORIAL,210014
Land Tenure,Acquisitions,YAQUINA HEAD NATIONAL AREA,210015
Land Tenure,Acquisitions,RESOURCE MANAGEMENT INTEREST BLM,210016
Land Tenure,Acquisitions,RIGHT-OF-WAY ROAD RECIPROCAL,210017
Land Tenure,Acquisitions,NATIONAL LAKESHORE,210018
Land Tenure,Acquisitions,CONSERVATION PURPOSE,210019
Land Tenure,Acquisitions,DEPARTMENT OF INTERIOR ANNUAL APPROPRIATIONS ACT,210020
Land Tenure,Acquisitions,RAILROAD,210026
Land Tenure,Acquisitions,UNKNOWN,210030
Land Tenure,Acquisitions,TO BE DEFINED,210099
Land Tenure,Acquisitions,STATE OF ARIZONA,210501
Land Tenure,Acquisitions,STATE OF WYOMING CEDED - UNITED STATES,210502
Land Tenure,Acquisitions,DONATION OF LANDS TO UNITED STATES,211000
Land Tenure,Acquisitions,PIERCE ACT LEASE,212002
Land Tenure,Acquisitions,FEDERAL LEASING OF LANDS,212009
Land Tenure,Acquisitions,FEDERAL LAND POLICY MANAGEMENT ACT TEMPORARY LAP,213002
Land Tenure,Acquisitions,ARIZONA IDAHO CONSERVATION ACT 1988,213701
Land Tenure,Acquisitions,BANKHEAD JONES,214000
Land Tenure,Acquisitions,SUBMARGINAL LANDS,214001
Land Tenure,Acquisitions,BLM FROM OTHER AGENCY,214002
Land Tenure,Acquisitions,FEDERAL FARM MORTGAGE CORPORATION,214100
Land Tenure,Acquisitions,FEDERAL FARM MORTGAGE CORPORATION MINERAL INTEREST ONLY,214101
Land Tenure,Acquisitions,MIGRATORY BIRD CONSERVATION ACT,215000
Land Tenure,Acquisitions,BUR SPORT FISH & WILDLIFE,215003
Land Tenure,Acquisitions,FISH WILDLIFE SERVICE,215005
Land Tenure,Acquisitions,BUREAU OF LAND MANAGEMENT,216001
Land Tenure,Acquisitions,FOREST SERVICE WEEKS LAW,218001
Land Tenure,Acquisitions,FOREST SERVICE CLARKE-MCNARY,218002
Land Tenure,Acquisitions,FOREST SERVICE WEEKS LAW AMENDMENT,218003
Land Tenure,Acquisitions,FOREST SERVICE LAND STATE,218004
Land Tenure,Acquisitions,FOREST SERVICE REFOR & REVEG ACT,218005
Land Tenure,Acquisitions,FOREST SERVICE UNITED STATES DEPARTMENT OF AGRICULTURE ORGANIC ACT,218006
Land Tenure,Acquisitions,FOREST SERVICE  FOREST DEVELOPED ROADS,218007
Land Tenure,Acquisitions,FOREST SERVICE  ENDANGERED SPECIE,218008
Land Tenure,Acquisitions,FOREST SERVICE PUBLIC LAW 95-442,218009
Land Tenure,Acquisitions,FOREST SERVICE NATIONAL RECREATION AREA IDAHO,218010
Land Tenure,Acquisitions,FOREST SERVICE NEVADA & TOIYABE NATIONAL FOREST,218011
Land Tenure,Acquisitions,FOREST SERVICE LAKE TAHOE BASIN,218012
Land Tenure,Acquisitions,FOREST SERVICE EASEMENT SMALL TRACT ACT,218013
Land Tenure,Acquisitions,TAHOE NATIONAL FOREST,218014
Land Tenure,Acquisitions,FOREST SERVICE FOR UTAH NATIONAL FOREST,218015
Land Tenure,Acquisitions,FOREST SERVICE RESEARCH FACILITY,218016
Land Tenure,Acquisitions,FOREST SERVICE NATIONAL RECREATIONAL AREA,218017
Land Tenure,Acquisitions,FOREST SERVICE WILDERNESS ACT,218018
Land Tenure,Acquisitions,FOREST SERVICE MISCELLANEOUS,218019
Land Tenure,Acquisitions,UNITED STATES DEPARTMENT OF AGRICULTURE,218020
Land Tenure,Acquisitions,FOREST SERVICE COLUMBIA GORGE NATIONAL SCENIC AREA,218021
Land Tenure,Acquisitions,FOREST SERVICE CASCADE HEAD SPECIAL RESOURCE AREA,218022
Land Tenure,Acquisitions,FOREST SERVICE NATIONAL MONUMENT,218023
Land Tenure,Acquisitions,FOREST SERVICE CREATIVE ACT,218024
Land Tenure,Acquisitions,FOREST SERVICE WILDERNESS,218025
Land Tenure,Acquisitions,BUREAU OF RECLAMATION,218030
Land Tenure,Acquisitions,BUREAU OF INDIAN AFFAIRS,218035
Land Tenure,Acquisitions,WHITE SANDS MISSILE RANGE,218040
Land Tenure,Acquisitions,VETERANS ADMINISTRATION,218050
Land Tenure,Acquisitions,MILITARY PURPOSES,218060
Land Tenure,Acquisitions,DEPARTMENT OF ENERGY (ATOMIC ENERGY COMMISSION & ERDA),218065
Land Tenure,Acquisitions,DEPARTMENT OF DEFENSE,218070
Land Tenure,Acquisitions,CORPS OF ENGINEERS,218071
Land Tenure,Acquisitions,DEPARTMENT OF COMMERCE,218080
Land Tenure,Acquisitions,FEDERAL AVIATION ADMINISTRATION,218090
Land Tenure,Acquisitions,UNITED STATES INFO AGENCY,218091
Land Tenure,Classifications,SECTION 7,240001
Land Tenure,Classifications,SECTION 8 EXCHANGE,240002
Land Tenure,Classifications,ALASKA PUBLIC SALE CLASSIFICATION,240003
Land Tenure,Classifications,PUBLIC SALE,240004
Land Tenure,Classifications,SMALL TRACT,240005
Land Tenure,Classifications,RECREATION AND PUBLIC PURPOSES,240006
Land Tenure,Classifications,OREGON AND CALIFORNIA/COMMUNITY-BASED WATER RESILIENCY TIMBER,240007
Land Tenure,Classifications,OREGON AND CALIFORNIA/COMMUNITY-BASED WATER RESILIENCY AGRICULTURE,240008
Land Tenure,Classifications,MINERAL LANDS,240020
Land Tenure,Classifications,COAL AND OR OTHER MINERALS,240021
Land Tenure,Classifications,MISCELLANEOUS,240050
Land Tenure,Classifications,NATIONAL FOREST EXCHANGE,240051
Land Tenure,Classifications,NATIONAL FOREST HOMESTEAD,240052
Land Tenure,Classifications,WATERSHED PROTECTION AND SPECIAL ACTS,240060
Land Tenure,Classifications,ALL LAND,241000
Land Tenure,Classifications,MULTIPLE USE MANAGEMENT,246100
Land Tenure,Classifications,DISPOSAL,246200
Land Tenure,Exchange,ALASKA (OTHER),220010
Land Tenure,Exchange,TO BE DEFINED,220099
Land Tenure,Exchange,BUREAU OF LAND MANAGEMENT SECTION 206 OF FEDERAL LAND POLICY MANAGEMENT ACT,220100
Land Tenure,Exchange,FOREST SERVICE SECTION 206 OF FEDERAL LAND POLICY MANAGEMENT ACT,220200
Land Tenure,Exchange,"STATE, TAYLOR ACT",221001
Land Tenure,Exchange,STATE ENABLING ACT,221002
Land Tenure,Exchange,STATE OF NEVADA SPECIAL ACT,221003
Land Tenure,Exchange,STATE LAND & WATER CONSERVATION,221004
Land Tenure,Exchange,STATE SPECIAL ACTS,221005
Land Tenure,Exchange,STATE SECTION 206 OF FEDERAL LAND POLICY MANAGEMENT ACT,221006
Land Tenure,Exchange,STATE OF ALASKA,221007
Land Tenure,Exchange,PRIVATE TAYLOR ACT,222001
Land Tenure,Exchange,PRIVATE WESTERN NAVAJO INDIAN RESERVATION,222002
Land Tenure,Exchange,RAILROAD INDIAN,222003
Land Tenure,Exchange,PRIVATE MINERAL,222004
Land Tenure,Exchange,ALASKA NATIVES,222005
Land Tenure,Exchange,PRIVATE MISC,222006
Land Tenure,Exchange,FOREST SERVICE GENERAL EXCHANGE ACT,223000
Land Tenure,Exchange,"FOREST SERVICE, SPECIAL ACT",223010
Land Tenure,Exchange,FOREST SERVICE SPECIAL ACT NEVADA,223012
Land Tenure,Exchange,FOREST SERVICE SMALL TRACT ACT,223013
Land Tenure,Exchange,NATIONAL FOR (LIEU),223014
Land Tenure,Exchange,NATIONAL FOR PRIVATE LAWS,223015
Land Tenure,Exchange,FOREST SERVICE NEW MEXICO SPECIAL ACT,223016
Land Tenure,Exchange,FS BANKHEAD JONES,223017
Land Tenure,Exchange,FOREST SERVICE WEEKS LAW,223018
Land Tenure,Exchange,FOREST SERVICE COLUMBIA NATIONAL SCENIC AREA,223019
Land Tenure,Exchange,FOREST SERVICE MOUNT SAINT HELENS NATIONAL VOLCANIC MONUMENT,223021
Land Tenure,Exchange,NATIONAL PARK SERVICE,224000
Land Tenure,Exchange,NATIONAL SEASHORE,224001
Land Tenure,Exchange,NATIONAL PARK SY (SYSTEM)-SPECIAL ACT,224002
Land Tenure,Exchange,NATIONAL LAKESHORE,224003
Land Tenure,Exchange,NATIONAL WILDLIFE REFUGE,225002
Land Tenure,Exchange,OREGON AND CALIFORNIA,226000
Land Tenure,Exchange,COOS BAY WAGON ROAD,226001
Land Tenure,Exchange,"SPECIAL ACT, RECONVEYED NEW MEXICO",227001
Land Tenure,Exchange,NATIONAL MONUMENT NEW MEXICO,227002
Land Tenure,Exchange,PETRIFIED FOREST NATIONAL MONUMENT,227003
Land Tenure,Exchange,"RECLAMATION, ARIZONA AND NEW MEXICO",227005
Land Tenure,Exchange,SPECIFIC PUBLIC LAWS,227006
Land Tenure,Exchange,SPECIFIC PRIVATE LAWS,227007
Land Tenure,Exchange,INDIAN RESERVATION,227100
Land Tenure,Exchange,INDIAN RESERVE,227101
Land Tenure,Exchange,INDIAN,227102
Land Tenure,Exchange,INDIAN HOPI & NAVAJO,227103
Land Tenure,Exchange,INDIAN INYO MONO COUNTY,227104
Land Tenure,Exchange,INDIAN SOUTHERN UTE,227105
Land Tenure,Exchange,RECLAMATION 43 USC 423C,227201
Land Tenure,Exchange,RECLAMATION 43 USC 451K,227202
Land Tenure,Exchange,RECLAMATION WYOMING EDEN PROJECT,227203
Land Tenure,Exchange,NATIONAL WILD & SCENIC RIVER,227301
Land Tenure,Exchange,NATIONAL TRAIL SYSTEM,227302
Land Tenure,Exchange,KING RANGE CONSERVATION AREA,227400
Land Tenure,Exchange,NATL RECREATION AREA CALIFORNIA,227404
Land Tenure,Grants,SPECIFIC PUBLIC LAWS,260010
Land Tenure,Grants,SCRIP-OR NATURE OF SCRIP,261000
Land Tenure,Grants,SCRIP-OR NATURE OF SCRIP 1850,261001
Land Tenure,Grants,SCRIP-OR NATURE OF SCRIP 1852,261002
Land Tenure,Grants,SCRIP-OR NATURE OF SCRIP 1847,261003
Land Tenure,Grants,SCRIP-OR NATURE OF SCRIP 1812,261004
Land Tenure,Grants,SCRIP-OR NATURE OF SCRIP 1855,261006
Land Tenure,Grants,SCRIP-OR NATURE OF SCRIP 1790,261010
Land Tenure,Grants,SCRIP-OR NATURE OF SCRIP 1796,261011
Land Tenure,Grants,SCRIP-OR NATURE OF SCRIP 1801,261012
Land Tenure,Grants,TO BE DEFINED,261099
Land Tenure,Grants,SCRIP-CERTAIN HOMESTEAD ENTRY INDIANA ALABAMA,261101
Land Tenure,Grants,ALABAMA ENABLING ACT,262001
Land Tenure,Grants,ARKANSAS ENABLING ACT,262003
Land Tenure,Grants,OREGON ACT OF ADMISSION,262007
Land Tenure,Grants,OREGON-DONATION ACT (GRANT),262008
Land Tenure,Grants,OREGON IN-LIEU LANDS SELECTION,262009
Land Tenure,Grants,MT-ND-SD-WA ENABLING ACT,262012
Land Tenure,Grants,WA-IL SELECTION,262013
Land Tenure,Grants,OKLAHOMA ENABLING ACT,262014
Land Tenure,Grants,NEVADA ENABLING ACT,262020
Land Tenure,Grants,NEVADA GRANT OF CERTAIN LAND,262021
Land Tenure,Grants,NEVADA LIEU SELECTION,262022
Land Tenure,Grants,COLORADO ENABLING ACT,262025
Land Tenure,Grants,GT-CERTAIN LAND TO STATE,262026
Land Tenure,Grants,GT-MICHIGAN PUBLIC LANDS,262031
Land Tenure,Grants,GT-MINNESOTA PUBLIC LAND,262032
Land Tenure,Grants,CALIFORNIA ENABLING ACT,262044
Land Tenure,Grants,ARIZONA TERRITORIAL GT,262047
Land Tenure,Grants,ARIZONA ENABLING ACT,262048
Land Tenure,Grants,LIEU SELECTION-ARIZONA,262049
Land Tenure,Grants,NEW MEXICO TERRITORY RE,262050
Land Tenure,Grants,NEW MEXICO TERRITORY GT,262051
Land Tenure,Grants,NEW MEXICO ENABLING ACT,262052
Land Tenure,Grants,ALBUQUERQUE PARK LAND,262053
Land Tenure,Grants,UTAH TERRITORIAL GRANT,262055
Land Tenure,Grants,UTAH ENABLING ACT,262056
Land Tenure,Grants,LIEU SELECTION-UTAH,262057
Land Tenure,Grants,IDAHO ENABLING ACT,262061
Land Tenure,Grants,WYOMING-ENABLING ACT,262095
Land Tenure,Grants,TO BE DEFINED,262099
Land Tenure,Grants,INDEMNITY SELECTIONS,262100
Land Tenure,Grants,INDEMNITY LIST BASE VALID,262101
Land Tenure,Grants,QUANT & SPECIAL GRANT SELECTION,262200
Land Tenure,Grants,AGRICULTURE COLLEGE,262201
Land Tenure,Grants,UNIVERSITY LAND,262202
Land Tenure,Grants,NAVIGABLE WATER BED CONVEYANCE,262210
Land Tenure,Grants,TIDELANDS,262211
Land Tenure,Grants,MIN SCHOOL SELECT,262300
Land Tenure,Grants,SWAMP-LAND GRANT PATENT,262500
Land Tenure,Grants,SWAMP-LAND GRANT NO PATENT,262501
Land Tenure,Grants,CAREY ACT-IRRIGATION,262600
Land Tenure,Grants,CAREY ACT-RECONVEYANCE,262601
Land Tenure,Grants,MILITARY WAGON ROAD OREGON,262801
Land Tenure,Grants,METRO WATER DISTRICT,262820
Land Tenure,Grants,CITY OF LOS ANGELES,262821
Land Tenure,Grants,RAILROAD,263000
Land Tenure,Grants,ATLANTIC AND PACIFIC,263001
Land Tenure,Grants,SANTA FE PACIFIC,263002
Land Tenure,Grants,NORTHERN PACIFIC,263003
Land Tenure,Grants,UNION AND CENTRAL PACIFIC,263004
Land Tenure,Grants,ST PAUL/MINNEAPOLIS/MANITOBA,263005
Land Tenure,Grants,OREGON AND CALIFORNIA,263006
Land Tenure,Grants,OREGON AND CALIFORNIA FORFEITURE PATENT,263007
Land Tenure,Grants,LIEU SELECTION,263010
Land Tenure,Grants,IN WISCONSIN,263020
Land Tenure,Grants,IN MICHIGAN,263021
Land Tenure,Grants,ARKANSAS AND MISSOURI,263025
Land Tenure,Grants,PATENT FOR LAND SOLD BY RAILROAD,263100
Land Tenure,Grants,AIRPORT CONVEYANCE,264000
Land Tenure,Grants,AIRPORT RECONVEYANCE,264001
Land Tenure,Grants,VILLAGE SELECTIONS ALASKA,265101
Land Tenure,Grants,RESERVED MINERAL ESTATE 14(H)(6),265311
Land Tenure,Grants,DETERMINATION AREA ALASKA NATIVE CLAIMS SETTLEMENT ACT SECTION 3(E),265501
Land Tenure,Grants,FOREST LIEU SELECTION,266001
Land Tenure,Grants,LIEU SELECTION-NEW MEXICO,266002
Land Tenure,Grants,SPANISH/MEXICAN,267001
Land Tenure,Grants,PRIVATE LIEU SELECTION,268001
Land Tenure,Occupancy Use,SMALL HOLDING CLAIM,250001
Land Tenure,Occupancy Use,PRIVATE LAND CLAIM,250002
Land Tenure,Occupancy Use,PUBLIC LAND DONATION,250003
Land Tenure,Occupancy Use,PRIVATE LAWS,250004
Land Tenure,Occupancy Use,RECONVEY TO UNITED STATES,250005
Land Tenure,Occupancy Use,SPECIFIC PUBLIC LAWS,250006
Land Tenure,Occupancy Use,HOMESTEAD ENTRY ORIGINAL,251101
Land Tenure,Occupancy Use,HOMESTEAD FOREST,251103
Land Tenure,Occupancy Use,HOMESTEAD STOCK RAISING,251104
Land Tenure,Occupancy Use,TIMBER CULTURE,251105
Land Tenure,Occupancy Use,RECLAMATION HOMESTEAD,251500
Land Tenure,Occupancy Use,DESERT LAND ACT,252000
Land Tenure,Occupancy Use,DESERT LAND ACT ENTRY RECREATION PROJECT,252400
Land Tenure,Occupancy Use,DESERT LAND RECLAMATION,252800
Land Tenure,Occupancy Use,INDIAN ALLOTMENT-GENERAL,253000
Land Tenure,Occupancy Use,INDIAN TRUST PATENT (WIND R),253001
Land Tenure,Occupancy Use,INDIAN CLAIM TREATY DANCING RABBIT,253002
Land Tenure,Occupancy Use,INDIAN CHICKASAW NATION TREATY,253003
Land Tenure,Occupancy Use,INDIAN TREATY OF MEDICINE CREEK,253004
Land Tenure,Occupancy Use,CREEK NATION TREATY,253005
Land Tenure,Occupancy Use,OSAGE NATION TREATY,253006
Land Tenure,Occupancy Use,SEMINOLE NATION TREATY,253007
Land Tenure,Occupancy Use,CHEROKEE NATION TREATY,253008
Land Tenure,Occupancy Use,INDIAN FEE PATENT (HEIR),253010
Land Tenure,Occupancy Use,FEE PAT PATENT (NON-IRA),253020
Land Tenure,Occupancy Use,INDIAN FEE PATENT (IRA),253030
Land Tenure,Occupancy Use,INDIAN FEE PATENT-TERM OR NON-,253040
Land Tenure,Occupancy Use,INDIAN PARTITION,253050
Land Tenure,Occupancy Use,INDIAN FEE PATENT-MISCELLANEOUS,253060
Land Tenure,Occupancy Use,PUEBLO/TOWN LAND CLAIM,253070
Land Tenure,Occupancy Use,TO BE DEFINED,253099
Land Tenure,Occupancy Use,INDIAN ALLOTMENT IN NATIONAL FOREST,253300
Land Tenure,Occupancy Use,INDIAN ALLOTMENT WYANDOTTE,253310
Land Tenure,Occupancy Use,INDIAN TRUST PATENT,253400
Land Tenure,Occupancy Use,INDIAN RE-ISSUE TRUST,253401
Land Tenure,Occupancy Use,INDIAN HOMESTEAD TRUST,253410
Land Tenure,Occupancy Use,INDIAN FEE PATENT,253500
Land Tenure,Occupancy Use,INDIAN TRUST TO FEE,253501
Land Tenure,Occupancy Use,MINERALS ONLY INDIAN FEE PATENT,253502
Land Tenure,Occupancy Use,INDIAN HOMESTEAD FEE PATENT,253510
Land Tenure,Occupancy Use,INDIAN MISSION PATENT,253600
Land Tenure,Occupancy Use,COLOR OF TITLE-PRIVATE LAWS,254001
Land Tenure,Occupancy Use,TO BE DEFINED,254099
Land Tenure,Occupancy Use,COLOR OF TITLE-CLASSIFICATION 1 &2,254100
Land Tenure,Occupancy Use,COLOR OF TITLE-NEW MEXICO,254200
Land Tenure,Occupancy Use,COLOR OF TITLE-ERRONE MEANDER-FLORIDA,254350
Land Tenure,Occupancy Use,COLOR OF TITLE-ERRONE MEANDER-LOUISIANA,254400
Land Tenure,Occupancy Use,COLOR OF TITLE-WISCONSIN,254500
Land Tenure,Occupancy Use,COLOR OF TITLE-IDAHO OMITTED-(SR),254600
Land Tenure,Occupancy Use,COLOR OF TITLE-OMITTED LAND FEDERAL LAND POLICY MANAGEMENT ACT,254700
Land Tenure,Occupancy Use,COLOR OF TITLE-ERR MEAN SNAKE-IDAHO,254800
Land Tenure,Occupancy Use,COLOR OF TITLE-MICHIGAN,254900
Land Tenure,Occupancy Use,MINING CLAIM OCCUPATION ACT,255000
Land Tenure,Occupancy Use,TRADE AND MANUFACTURING SITE,256200
Land Tenure,Occupancy Use,HOMESITE ALASKA,256302
Land Tenure,Occupancy Use,NATIVE TOWNSITE,256400
Land Tenure,Occupancy Use,NONNATIVE TOWNSITE,256500
Land Tenure,Occupancy Use,ALASKA RAILROAD TOWNSITE,256600
Land Tenure,Occupancy Use,CEMETERY RESERVE,256601
Land Tenure,Occupancy Use,HOMESTEAD ENTRY ALASKA,256700
Land Tenure,Other Case Type Groups,PUBLIC LAND,000000
Land Tenure,Other Case Type Groups,CONTEST-PRIVATE,000445
Land Tenure,Other Case Type Groups,PUBLIC WORKS PERMIT-LEASE-EASEMENT,000900
Land Tenure,Other Case Type Groups,MISCELLANEOUS NON-COUNT,007500
Land Tenure,Other Case Type Groups,ACQUIRED EASEMENT,007502
Land Tenure,Other Case Type Groups,STATE SCHOOL SITE,007507
Land Tenure,Other Case Type Groups,FOREST SERVICE,008500
Land Tenure,Other Case Type Groups,SEC AGRC RULES & REGS,008501
Land Tenure,Other Case Type Groups,SEC AGR REG U & L REGS,008502
Land Tenure,Other Case Type Groups,AUTHORITY NOT KNOWN,008503
Land Tenure,Other Case Type Groups,DEPT OF INT WDL(EO10355),008504
Land Tenure,Other Case Type Groups,SPEC USE PERMIT ACTS,008508
Land Tenure,Other Case Type Groups,AUTH UNDEF IN INSTRUMENT,008510
Land Tenure,Other Case Type Groups,MISC PUBLIC LAWS,008511
Land Tenure,Other Case Type Groups,PRIVATE LANDS,008513
Land Tenure,Other Case Type Groups,STATE - LIEU SELECTIONS,008516
Land Tenure,Other Case Type Groups,STATE - SCHOOL LANDS,008517
Land Tenure,Other Case Type Groups,STATE - SWAMP LANDS,008518
Land Tenure,Other Case Type Groups,EASTERN PRIVATE LANDS,008520
Land Tenure,Other Case Type Groups,UNAPPROVED DISCLAIMED TITLE,008522
